date,hour,weather,temp,atemp,humidity,windspeed
2011-03-06,20,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",11.48,12.12,100.0,27.999
2011-03-06,21,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.84,9.09,93.0,40.997
2011-03-06,22,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.02,9.85,100.0,26.003
2011-03-06,23,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.02,9.85,100.0,27.999
2011-03-07,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",8.2,9.09,100.0,22.003
2011-03-07,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",8.2,9.09,100.0,22.003
2011-03-07,3,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,7.575,80.0,39.001
2011-03-07,4,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,7.575,80.0,35.001
2011-03-07,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,9.09,75.0,23.999
2011-03-07,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,9.09,75.0,26.003
2011-03-07,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,8.335,75.0,27.999
2011-03-07,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,9.09,75.0,26.003
2011-03-07,9,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,9.09,64.0,31.001
2011-03-07,10,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,10.605,60.0,19.999
2011-03-07,11,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,10.605,48.0,30.003
2011-03-07,12,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,13.635,42.0,27.999
2011-03-07,13,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,14.395,36.0,26.003
2011-03-07,14,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,14.395,36.0,27.999
2011-03-07,15,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,15.15,31.0,26.003
2011-03-07,16,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,15.15,31.0,23.999
2011-03-07,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,15.15,29.0,23.999
2011-03-07,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,15.15,31.0,15.001
2011-03-07,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,14.395,33.0,15.001
2011-03-07,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,15.15,33.0,11.001
2011-03-07,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.48,13.635,38.0,15.001
2011-03-07,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,12.88,48.0,11.001
2011-03-07,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.48,15.91,48.0,0.0
2011-03-08,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,14.395,48.0,6.003
2011-03-08,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.12,52.0,8.998
2011-03-08,2,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.12,52.0,8.998
2011-03-08,3,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.88,52.0,6.003
2011-03-08,4,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,13.635,64.0,0.0
2011-03-08,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,11.365,69.0,7.002
2011-03-08,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,12.88,59.0,0.0
2011-03-08,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.38,9.85,64.0,8.998
2011-03-08,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,11.365,55.0,12.998
2011-03-08,9,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,12.88,41.0,11.001
2011-03-08,10,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.3,14.395,33.0,12.998
2011-03-08,11,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,17.425,25.0,11.001
2011-03-08,12,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,18.94,23.0,0.0
2011-03-08,13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.58,19.695,25.0,7.002
2011-03-08,14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.58,19.695,20.0,0.0
2011-03-08,15,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,18.94,18.0,0.0
2011-03-08,16,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.58,19.695,27.0,11.001
2011-03-08,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,17.425,27.0,15.001
2011-03-08,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,16.665,27.0,12.998
2011-03-08,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,17.425,31.0,7.002
2011-03-08,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,16.665,39.0,6.003
2011-03-08,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,14.395,49.0,12.998
2011-03-08,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,14.395,49.0,15.001
2011-03-08,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.48,13.635,61.0,12.998
2011-03-09,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,14.395,65.0,6.003
2011-03-09,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,13.635,52.0,8.998
2011-03-09,2,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,13.635,52.0,8.998
2011-03-09,3,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.88,70.0,6.003
2011-03-09,4,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.88,75.0,7.002
2011-03-09,5,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.84,12.12,81.0,8.998
2011-03-09,6,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.84,12.88,85.0,7.002
2011-03-09,7,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.84,12.12,87.0,11.001
2011-03-09,8,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.84,12.12,87.0,8.998
2011-03-09,9,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.66,12.12,87.0,16.998
2011-03-09,10,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.3,14.395,75.0,16.998
2011-03-09,11,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,14.395,76.0,26.003
2011-03-09,12,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,15.15,76.0,16.998
2011-03-09,13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,14.395,76.0,23.999
2011-03-09,14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,15.15,76.0,19.999
2011-03-09,15,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,16.665,71.0,19.999
2011-03-09,16,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,15.15,76.0,22.003
2011-03-09,17,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,15.15,76.0,19.999
2011-03-09,18,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,15.91,76.0,16.998
2011-03-09,19,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,15.15,76.0,22.003
2011-03-09,20,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,15.91,87.0,12.998
2011-03-09,21,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,15.15,93.0,22.003
2011-03-09,22,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",13.12,15.91,93.0,11.001
2011-03-09,23,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",13.94,16.665,93.0,12.998
2011-03-10,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",13.94,15.91,0.0,16.998
2011-03-10,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",13.94,15.91,0.0,16.998
2011-03-10,2,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",13.94,15.91,0.0,16.998
2011-03-10,5,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",14.76,17.425,0.0,12.998
2011-03-10,6,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",14.76,16.665,0.0,22.003
2011-03-10,7,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",15.58,19.695,0.0,15.001
2011-03-10,8,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",15.58,19.695,0.0,19.001
2011-03-10,9,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",16.4,20.455,0.0,15.001
2011-03-10,10,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",16.4,20.455,0.0,11.001
2011-03-10,11,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",16.4,20.455,0.0,16.998
2011-03-10,12,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",17.22,21.21,0.0,15.001
2011-03-10,13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",17.22,21.21,0.0,15.001
2011-03-10,14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",18.04,21.97,0.0,19.999
2011-03-10,15,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",18.04,21.97,0.0,15.001
2011-03-10,16,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",17.22,21.21,0.0,16.998
2011-03-10,17,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.04,21.97,0.0,26.003
2011-03-10,18,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",18.04,21.97,0.0,23.999
2011-03-10,19,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",18.04,21.97,0.0,39.001
2011-03-10,20,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",14.76,16.665,0.0,22.003
2011-03-10,21,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",14.76,17.425,0.0,15.001
2011-03-10,22,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,16.665,0.0,8.998
2011-03-10,23,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",13.94,17.425,0.0,6.003
2011-03-11,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,17.425,100.0,6.003
2011-03-11,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",13.94,17.425,100.0,7.002
2011-03-11,2,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",13.94,17.425,100.0,7.002
2011-03-11,3,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,16.665,93.0,6.003
2011-03-11,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,14.395,81.0,15.001
2011-03-11,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,12.12,81.0,19.001
2011-03-11,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,12.88,70.0,12.998
2011-03-11,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.48,13.635,70.0,16.998
2011-03-11,9,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.3,14.395,61.0,19.001
2011-03-11,10,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,15.15,57.0,19.999
2011-03-11,11,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,15.15,57.0,19.999
2011-03-11,12,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,15.91,53.0,16.998
2011-03-11,13,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,16.665,53.0,16.998
2011-03-11,14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,16.665,50.0,23.999
2011-03-11,15,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,15.91,53.0,16.998
2011-03-11,16,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,15.15,49.0,19.999
2011-03-11,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,15.91,49.0,15.001
2011-03-11,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,15.15,49.0,22.003
2011-03-11,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,13.635,56.0,22.003
2011-03-11,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,15.15,56.0,11.001
2011-03-11,21,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.3,14.395,52.0,16.998
2011-03-11,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,15.15,52.0,11.001
2011-03-11,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,14.395,52.0,16.998
2011-03-12,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,13.635,60.0,8.998
2011-03-12,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,11.365,65.0,12.998
2011-03-12,2,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,11.365,65.0,12.998
2011-03-12,3,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,11.365,65.0,16.998
2011-03-12,4,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,11.365,65.0,16.998
2011-03-12,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,11.365,69.0,12.998
2011-03-12,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,10.605,75.0,16.998
2011-03-12,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,11.365,70.0,12.998
2011-03-12,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,12.88,65.0,11.001
2011-03-12,9,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.48,14.395,65.0,7.002
2011-03-12,10,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,15.15,66.0,15.001
2011-03-12,11,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,15.15,49.0,22.003
2011-03-12,12,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,15.91,53.0,19.001
2011-03-12,13,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,16.665,51.0,23.999
2011-03-12,14,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.4,20.455,50.0,30.003
2011-03-12,15,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.22,21.21,44.0,32.998
2011-03-12,16,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.86,22.725,41.0,30.003
2011-03-12,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.86,22.725,44.0,22.003
2011-03-12,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.22,21.21,54.0,11.001
2011-03-12,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.22,21.21,54.0,6.003
2011-03-12,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.4,20.455,58.0,7.002
2011-03-12,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.58,19.695,62.0,0.0
2011-03-12,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,18.94,71.0,0.0
2011-03-12,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.58,19.695,66.0,6.003
2011-03-13,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.58,19.695,62.0,7.002
2011-03-13,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,17.425,66.0,8.998
2011-03-13,3,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,16.665,76.0,8.998
2011-03-13,4,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,16.665,66.0,11.001
2011-03-13,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,17.425,62.0,8.998
2011-03-13,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,18.18,66.0,0.0
2011-03-13,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,17.425,62.0,12.998
2011-03-13,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.4,20.455,50.0,19.999
2011-03-13,9,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.4,20.455,50.0,27.999
2011-03-13,10,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.22,21.21,47.0,16.998
2011-03-13,11,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.04,21.97,41.0,27.999
2011-03-13,12,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.86,22.725,38.0,26.003
2011-03-13,13,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.86,22.725,38.0,26.003
2011-03-13,14,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.86,22.725,41.0,19.999
2011-03-13,15,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.68,23.485,39.0,22.003
2011-03-13,16,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.86,22.725,41.0,26.003
2011-03-13,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.04,21.97,41.0,23.999
2011-03-13,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.4,20.455,43.0,23.999
2011-03-13,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,16.665,50.0,23.999
2011-03-13,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,15.15,57.0,19.999
2011-03-13,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,14.395,56.0,16.998
2011-03-13,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,13.635,56.0,22.003
2011-03-13,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,12.88,65.0,15.001
2011-03-14,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,13.635,65.0,7.002
2011-03-14,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,14.395,65.0,6.003
2011-03-14,2,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,14.395,65.0,6.003
2011-03-14,3,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,13.635,65.0,8.998
2011-03-14,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.12,70.0,8.998
2011-03-14,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,13.635,65.0,8.998
2011-03-14,7,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.48,15.91,61.0,0.0
2011-03-14,8,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.3,15.15,56.0,8.998
2011-03-14,9,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,15.15,53.0,22.003
2011-03-14,10,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,15.91,42.0,16.998
2011-03-14,11,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,16.665,40.0,16.998
2011-03-14,12,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.58,19.695,37.0,0.0
2011-03-14,13,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.58,19.695,36.0,22.003
2011-03-14,14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.58,19.695,34.0,0.0
2011-03-14,15,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.58,19.695,37.0,11.001
2011-03-14,16,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.4,20.455,35.0,7.002
2011-03-14,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.58,19.695,40.0,12.998
2011-03-14,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,18.18,40.0,7.002
2011-03-14,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,17.425,43.0,8.998
2011-03-14,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,15.91,46.0,15.001
2011-03-14,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,16.665,46.0,8.998
2011-03-14,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,16.665,49.0,7.002
2011-03-14,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,17.425,53.0,0.0
2011-03-15,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,17.425,53.0,0.0
2011-03-15,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,15.15,62.0,6.003
2011-03-15,2,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,15.15,62.0,6.003
2011-03-15,4,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.88,75.0,6.003
2011-03-15,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,11.365,75.0,12.998
2011-03-15,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,11.365,80.0,12.998
2011-03-15,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.12,75.0,11.001
2011-03-15,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,14.395,70.0,6.003
2011-03-15,9,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.3,16.665,70.0,0.0
2011-03-15,10,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,15.91,66.0,12.998
2011-03-15,11,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,15.91,57.0,15.001
2011-03-15,12,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,17.425,50.0,15.001
2011-03-15,13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,16.665,57.0,19.001
2011-03-15,14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.58,19.695,46.0,19.999
2011-03-15,15,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.58,19.695,43.0,19.001
2011-03-15,16,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.58,19.695,46.0,22.003
2011-03-15,17,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,17.425,62.0,12.998
2011-03-15,18,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,16.665,62.0,19.999
2011-03-15,19,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,15.91,71.0,19.001
2011-03-15,20,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.94,15.91,71.0,19.001
2011-03-15,21,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",13.12,16.665,81.0,7.002
2011-03-15,22,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,15.91,87.0,11.001
2011-03-15,23,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,15.91,87.0,11.001
2011-03-16,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",12.3,14.395,93.0,16.998
2011-03-16,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",12.3,13.635,100.0,19.999
2011-03-16,3,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.48,13.635,100.0,15.001
2011-03-16,4,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.3,15.15,93.0,11.001
2011-03-16,5,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.3,15.91,93.0,7.002
2011-03-16,6,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.3,15.91,93.0,7.002
2011-03-16,7,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.3,14.395,93.0,12.998
2011-03-16,8,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,15.91,93.0,0.0
2011-03-16,9,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.12,16.665,93.0,8.998
2011-03-16,10,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,17.425,81.0,11.001
2011-03-16,11,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,17.425,81.0,8.998
2011-03-16,12,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.4,20.455,71.0,7.002
2011-03-16,13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.4,20.455,76.0,8.998
2011-03-16,14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.4,20.455,76.0,15.001
2011-03-16,15,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.4,20.455,76.0,16.998
2011-03-16,16,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.4,20.455,76.0,11.001
2011-03-16,17,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.04,21.97,54.0,19.999
2011-03-16,18,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.04,21.97,54.0,15.001
2011-03-16,19,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.04,21.97,51.0,22.003
2011-03-16,20,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.22,21.21,54.0,19.999
2011-03-16,21,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.22,21.21,58.0,19.001
2011-03-16,22,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.4,20.455,62.0,26.003
2011-03-16,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.4,20.455,65.0,12.998
2011-03-17,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.58,19.695,66.0,16.998
2011-03-17,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,17.425,71.0,15.001
2011-03-17,2,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,15.15,71.0,19.999
2011-03-17,3,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,16.665,66.0,11.001
2011-03-17,4,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,16.665,71.0,12.998
2011-03-17,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,16.665,76.0,7.002
2011-03-17,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,15.91,76.0,12.998
2011-03-17,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,16.665,76.0,8.998
2011-03-17,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.76,17.425,66.0,8.998
2011-03-17,9,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.4,20.455,62.0,16.998
